Age_band_of_driver,Driving_experience,Road_surface_conditions,Light_conditions,Weather_conditions,Number_of_vehicles_involved,Number_of_casualties,Casualty_severity,Accident_severity,Sex_of_driver_Female,Sex_of_driver_Male,Sex_of_driver_Unknown,Type_of_vehicle_Commercial Vehicle,Type_of_vehicle_Non-Motorized,Type_of_vehicle_Other,Type_of_vehicle_Private Vehicle,Type_of_vehicle_Public Transport,Type_of_vehicle_Special Vehicle,Owner_of_vehicle_Governmental,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Vehicle_driver_relation_Employee,Vehicle_driver_relation_Other,Vehicle_driver_relation_Owner,Vehicle_driver_relation_Unknown,Road_surface_type_Asphalt roads,Road_surface_type_Asphalt roads with some distress,Road_surface_type_Earth roads,Road_surface_type_Gravel roads,Road_surface_type_Other,Type_of_collision_kfold,Types_of_Junction_kfold,Lanes_or_Medians_kfold,Day_kfold,Cause_of_accident_kfold,Hour_kfold,Area_accident_occured_kfold,Road_allignment_kfold,Vehicle_movement_kfold
2,2,2,2,6,3,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8239600665557405,1.8069120961682945,1.8456413103831204,1.8354166666666667,1.8315854410857495,1.828703156401466,1.8293031907282873
1,3,2,2,6,3,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8224811514736121,1.8322505800464037,1.8608058608058609,1.8106060606060606,1.8278688524590163,1.8360995850622406,1.8321592649310874,1.8349112426035503,1.8131067961165048
1,2,2,2,6,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826896551724138,1.8301363531314998,1.8325605358062855,1.8072755417956656,1.8473917869034406,1.8257261410788381,1.8149253731343284,1.8336678078148978,1.8360820306898036
2,0,2,2,6,3,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8767123287671232,1.8239600665557405,1.8069120961682945,1.8542372881355933,1.8487544483985765,1.8410852713178294,1.828703156401466,1.832140015910899
2,0,2,2,6,3,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.877668782458165,1.8306636155606408,1.8106060606060606,1.8217391304347825,1.86,1.8321592649310874,1.8349112426035503,1.835801765878667
0,0,2,2,6,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8767123287671232,1.8239600665557405,1.8069120961682945,1.8479948253557568,1.8487544483985765,1.83594604447685,1.828703156401466,1.8293031907282873
0,1,2,2,6,3,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8739255014326648,1.8247764160317985,1.8072755417956656,1.832582322357019,1.858736059479554,1.8316279069767443,1.8336678078148978,1.8360820306898036
1,3,3,2,6,2,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8224811514736121,1.8163923846402066,1.8334981866139137,1.8300613496932516,1.8310051107325382,1.8488372093023255,1.8417085427135678,1.8349112426035503,1.8248772504091653
1,1,3,2,6,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.8118682751874797,1.8405365126676603,1.8275862068965518,1.7954545454545454,1.8476190476190477,1.8429602888086642,1.8340420505551618,1.8312
0,3,0,1,6,2,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826027397260274,1.8078947368421052,1.8239600665557405,1.8177083333333333,1.8456413103831204,1.830935251798561,1.83594604447685,1.828703156401466,1.832140015910899
1,1,0,1,6,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826896551724138,1.8109339407744875,1.8247764160317985,1.8271186440677967,1.832582322357019,1.8434782608695652,1.8316279069767443,1.8336678078148978,1.8360820306898036
2,5,3,0,2,2,6,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.799151343705799,1.8109339407744875,1.8531994981179423,1.8271186440677967,1.832582322357019,1.7661290322580645,1.8316279069767443,1.8336678078148978,1.8360820306898036
2,0,3,0,2,2,6,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.8362068965517242,1.816131830008673,1.799342105263158,1.778012684989429,1.8432727272727272,1.8341589997640952,1.8362339514978603
2,2,3,0,2,2,6,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.826896551724138,1.8109339407744875,1.8356164383561644,1.8271186440677967,1.7959183673469388,1.7661290322580645,1.8149253731343284,1.8336678078148978,1.8360820306898036
2,0,3,0,2,2,6,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.8352402745995424,1.816131830008673,1.8358003442340791,1.778012684989429,1.8278388278388278,1.8341589997640952,1.8244897959183672
2,3,3,0,2,2,6,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.8375400920373728,1.8109339407744875,1.8356164383561644,1.8271186440677967,1.832582322357019,1.7661290322580645,1.8316279069767443,1.8336678078148978,1.8360820306898036
1,0,3,0,2,2,6,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8356164383561644,1.8271186440677967,1.8473917869034406,1.7661290322580645,1.8149253731343284,1.8336678078148978,1.8241491085899513
2,0,2,2,2,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.877668782458165,1.8306636155606408,1.843814789219074,1.8310051107325382,1.8344155844155845,1.8321592649310874,1.8349112426035503,1.8248772504091653
0,1,2,2,2,4,2,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8739255014326648,1.8356164383561644,1.829477858559154,1.832582322357019,1.8507223113964686,1.8316279069767443,1.8336678078148978,1.8360820306898036
4,0,2,2,2,4,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.881257275902212,1.8262150220913107,1.8319672131147542,1.8471834913552705,1.8330708661417323,1.8370597243491578,1.8341589997640952,1.841688654353562
4,0,2,2,2,4,2,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8219824679703305,1.8758620689655172,1.8328940432261465,1.840082361015786,1.8296167247386759,1.8502495840266222,1.8395672333848532,1.8340420505551618,1.834099396725079
3,3,3,2,6,2,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8078947368421052,1.8188073394495412,1.8177083333333333,1.8282097649186257,1.8417618270799347,1.8315854410857495,1.828703156401466,1.8419618528610355
0,3,3,2,6,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8219824679703305,1.8118682751874797,1.8288787483702738,1.8271186440677967,1.8168273444347065,1.8502495840266222,1.8592375366568914,1.8340420505551618,1.834099396725079
0,3,0,0,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.8376140350877193,1.834525732748673,1.8328940432261465,1.8275862068965518,1.8296167247386759,1.8476190476190477,1.8429602888086642,1.8340420505551618,1.8312
0,3,0,0,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8333333333333333,1.8,1.8518518518518519,1.83594604447685,1.828703156401466,1.8293031907282873
1,0,0,2,2,1,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.828981723237598,1.8333333333333333,1.8358003442340791,1.8145985401459854,1.8432727272727272,1.8341589997640952,1.8362339514978603
2,2,3,0,0,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826027397260274,1.8263985205732778,1.8292555960437271,1.8333333333333333,1.796276013143483,1.7768595041322315,1.8393939393939394,1.828703156401466,1.8293031907282873
1,1,3,0,0,2,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1.8224811514736121,1.8322505800464037,1.8334981866139137,1.8300613496932516,1.8466593647316538,1.7966804979253113,1.844776119402985,1.8349112426035503,1.835801765878667
1,1,3,0,0,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8333333333333333,1.8,1.7768595041322315,1.83594604447685,1.828703156401466,1.8293031907282873
2,2,2,0,3,2,3,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8228454172366622,1.8282097649186257,1.8634496919917864,1.83594604447685,1.828703156401466,1.8293031907282873
2,2,2,0,3,2,3,3,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8328940432261465,1.832087015635622,1.8296167247386759,1.860392967942089,1.8592375366568914,1.8340420505551618,1.834099396725079
1,1,2,0,3,2,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8325605358062855,1.8315217391304348,1.7959183673469388,1.8538071065989847,1.8316279069767443,1.8336678078148978,1.8360433604336044
0,3,0,2,2,1,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8333333333333333,1.8305602716468592,1.8549323017408124,1.8315854410857495,1.828703156401466,1.8293031907282873
1,2,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8354603463992707,1.8352402745995424,1.816131830008673,1.8178603006189213,1.8633879781420766,1.8370597243491578,1.8341589997640952,1.8362339514978603
0,3,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8325605358062855,1.8271186440677967,1.8473917869034406,1.858736059479554,1.8316279069767443,1.8336678078148978,1.8360820306898036
0,1,3,0,2,1,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826027397260274,1.8263985205732778,1.8239600665557405,1.8282899366643208,1.796276013143483,1.8518518518518519,1.8033472803347281,1.828703156401466,1.8293031907282873
1,1,3,0,4,1,1,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.8186666666666667,1.8354603463992707,1.8352402745995424,1.8319672131147542,1.861256544502618,1.8431105047748977,1.8370597243491578,1.8341589997640952,1.8244897959183672
1,1,3,2,8,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826027397260274,1.8263985205732778,1.8239600665557405,1.8393220338983052,1.796276013143483,1.8545176110260337,1.8315854410857495,1.828703156401466,1.8293031907282873
0,0,3,2,8,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8239600665557405,1.8393220338983052,1.8305602716468592,1.8545176110260337,1.8278688524590163,1.828703156401466,1.8293031907282873
0,2,0,2,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8288787483702738,1.840082361015786,1.8539140022050717,1.8728943338437978,1.8235294117647058,1.8340420505551618,1.8346456692913387
0,1,0,0,2,1,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8297705943691345,1.8401433691756273,1.8361774744027304,1.8287581699346405,1.8449704142011834,1.8349112426035503,1.835801765878667
1,0,0,2,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8328940432261465,1.8275862068965518,1.8296167247386759,1.8601769911504424,1.8429602888086642,1.8340420505551618,1.834099396725079
1,0,0,2,2,2,1,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.8125,1.834525732748673,1.8328940432261465,1.8275862068965518,1.8168273444347065,1.8601769911504424,1.8395672333848532,1.8340420505551618,1.834099396725079
0,5,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8125,1.834525732748673,1.8288787483702738,1.840082361015786,1.8296167247386759,1.8476190476190477,1.8429602888086642,1.8340420505551618,1.826086956521739
1,2,0,2,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8325605358062855,1.829477858559154,1.832582322357019,1.8581730769230769,1.8348457350272231,1.8336678078148978,1.8360820306898036
4,0,0,0,2,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.8758620689655172,1.8328940432261465,1.8271186440677967,1.8296167247386759,1.8154761904761905,1.8395672333848532,1.8340420505551618,1.834099396725079
0,1,0,0,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.8338945005611673,1.8767123287671232,1.8239600665557405,1.8177083333333333,1.8282097649186257,1.7988505747126438,1.8033472803347281,1.828703156401466,1.832140015910899
1,2,0,2,2,1,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.830921553693831,1.8074398249452954,1.8296167247386759,1.821629213483146,1.8429602888086642,1.8395061728395061,1.8346456692913387
1,2,0,1,2,1,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1.8396345748418834,1.877668782458165,1.8306636155606408,1.843814789219074,1.8567656765676568,1.8287581699346405,1.8142589118198875,1.8349112426035503,1.835801765878667
0,2,3,0,2,2,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8228454172366622,1.8282097649186257,1.822085889570552,1.8393939393939394,1.828703156401466,1.8293031907282873
0,1,3,0,2,2,2,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8325605358062855,1.8315217391304348,1.832582322357019,1.7955974842767295,1.8348457350272231,1.8297872340425532,1.8241491085899513
0,3,3,0,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8356164383561644,1.8315217391304348,1.8112379280070237,1.7955974842767295,1.8316279069767443,1.8336678078148978,1.8241491085899513
1,3,0,2,2,3,3,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8376140350877193,1.8118682751874797,1.8288787483702738,1.8275862068965518,1.8383838383838385,1.8491083676268862,1.8395672333848532,1.8340420505551618,1.834099396725079
1,2,0,2,2,3,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8356164383561644,1.829593693147362,1.8473917869034406,1.8463576158940398,1.8646441073512252,1.8336678078148978,1.8360820306898036
1,3,0,2,2,3,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8219824679703305,1.8118682751874797,1.8328940432261465,1.8275862068965518,1.8296167247386759,1.8491083676268862,1.8429602888086642,1.8340420505551618,1.8312
4,3,0,2,2,3,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8518518518518519,1.8118682751874797,1.8328940432261465,1.8275862068965518,1.8570508692852543,1.8491083676268862,1.8395672333848532,1.8340420505551618,1.834099396725079
4,1,0,2,2,3,3,3,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8325605358062855,1.829593693147362,1.8202866593164277,1.8463576158940398,1.8348457350272231,1.8388746803069054,1.8360820306898036
0,2,0,1,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8325605358062855,1.8663663663663663,1.8202866593164277,1.7661290322580645,1.8348457350272231,1.8336678078148978,1.8360820306898036
0,4,0,1,2,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.828981723237598,1.8684014869888477,1.8471834913552705,1.778012684989429,1.8432727272727272,1.8333333333333333,1.8362339514978603
0,2,0,1,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8247764160317985,1.8663663663663663,1.832582322357019,1.7661290322580645,1.8646441073512252,1.8297872340425532,1.8360820306898036
1,3,0,2,2,1,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8247764160317985,1.8377412437455325,1.832582322357019,1.8241279069767442,1.8348457350272231,1.8225806451612903,1.8360820306898036
1,2,3,0,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8219824679703305,1.8118682751874797,1.8526946107784432,1.832087015635622,1.8214285714285714,1.7650727650727651,1.8395672333848532,1.838235294117647,1.834099396725079
1,0,3,0,2,2,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826896551724138,1.8109339407744875,1.8325605358062855,1.8315217391304348,1.8112379280070237,1.7661290322580645,1.8316279069767443,1.8336678078148978,1.8360820306898036
1,2,3,2,4,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8739255014326648,1.8780487804878048,1.8271186440677967,1.8310344827586207,1.8507223113964686,1.8646441073512252,1.8152866242038217,1.8241491085899513
1,0,3,2,4,2,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8219824679703305,1.8758620689655172,1.8288787483702738,1.8271186440677967,1.8539140022050717,1.8502495840266222,1.8592375366568914,1.8340420505551618,1.834099396725079
1,3,3,2,4,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.877668782458165,1.8297705943691345,1.828190158465388,1.8466593647316538,1.8344155844155845,1.8449704142011834,1.8349112426035503,1.835801765878667
1,0,0,2,2,2,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8767123287671232,1.8239600665557405,1.8282899366643208,1.8479948253557568,1.8396739130434783,1.83594604447685,1.828703156401466,1.8293031907282873
1,2,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8739255014326648,1.8356164383561644,1.8377412437455325,1.832582322357019,1.8463576158940398,1.8316279069767443,1.8336678078148978,1.8360820306898036
1,1,0,2,2,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.828981723237598,1.8684014869888477,1.861256544502618,1.8145985401459854,1.8414779499404053,1.625,1.8362339514978603
0,2,0,2,2,1,1,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8163923846402066,1.8608058608058609,1.843814789219074,1.8567656765676568,1.8527291452111225,1.8321592649310874,1.8349112426035503,1.835801765878667
0,1,0,0,2,3,3,2,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.8338945005611673,1.8078947368421052,1.8564593301435406,1.8282899366643208,1.8479948253557568,1.8269484808454426,1.8315854410857495,1.828703156401466,1.8419618528610355
0,1,0,0,2,3,3,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.799151343705799,1.8109339407744875,1.8325605358062855,1.8377412437455325,1.8473917869034406,1.829560585885486,1.8348457350272231,1.8225806451612903,1.8241491085899513
1,3,0,0,2,3,3,3,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8109339407744875,1.8325605358062855,1.8377412437455325,1.8202866593164277,1.829560585885486,1.8316279069767443,1.8336678078148978,1.8360433604336044
2,0,0,0,2,3,3,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.826896551724138,1.8109339407744875,1.8325605358062855,1.8377412437455325,1.832582322357019,1.829560585885486,1.8316279069767443,1.8336678078148978,1.8360820306898036
1,0,0,0,2,2,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1.8419277785583814,1.8094457199081666,1.828981723237598,1.8086696562032885,1.8178603006189213,1.8309492847854356,1.8067278287461774,1.8341589997640952,1.8362339514978603
1,5,0,0,2,2,1,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8224811514736121,1.8163923846402066,1.8297705943691345,1.8106060606060606,1.8310051107325382,1.8287581699346405,1.8417085427135678,1.8349112426035503,1.835801765878667
0,0,0,2,2,2,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8375400920373728,1.8301363531314998,1.8375558867362145,1.829593693147362,1.8473917869034406,1.858736059479554,1.8646441073512252,1.8336678078148978,1.8360433604336044
0,2,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8334981866139137,1.8300613496932516,1.8310051107325382,1.86,1.8321592649310874,1.8349112426035503,1.835801765878667
0,3,0,2,7,3,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.7969613259668509,1.8322505800464037,1.8306636155606408,1.860759493670886,1.8361774744027304,1.8241912798874824,1.9019607843137254,1.8436578171091444,1.835801765878667
0,3,0,2,7,3,4,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8263985205732778,1.8292555960437271,1.8571428571428572,1.8456413103831204,1.8160919540229885,1.8315854410857495,1.819047619047619,1.8293031907282873
2,2,0,2,7,3,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8334981866139137,1.860759493670886,1.8278688524590163,1.8241912798874824,1.8321592649310874,1.8209876543209877,1.835801765878667
2,1,0,2,7,3,4,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1.8375400920373728,1.8301363531314998,1.8247764160317985,1.8663663663663663,1.8473917869034406,1.8241279069767442,1.8646441073512252,1.8336678078148978,1.8360820306898036
0,1,0,2,2,1,1,3,2,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.8758620689655172,1.8288787483702738,1.832087015635622,1.8296167247386759,1.8728943338437978,1.7949336550060313,1.8340420505551618,1.834099396725079
1,4,0,2,2,1,1,2,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.7969613259668509,1.8163923846402066,1.8334981866139137,1.843814789219074,1.8567656765676568,1.8437067773167357,1.8321592649310874,1.8349112426035503,1.8248772504091653
0,1,3,0,2,2,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8419277785583814,1.881257275902212,1.828981723237598,1.8086696562032885,1.8358003442340791,1.8434782608695652,1.8370597243491578,1.8341589997640952,1.8244897959183672
0,1,3,0,2,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8338945005611673,1.8767123287671232,1.8564593301435406,1.8069120961682945,1.8305602716468592,1.830935251798561,1.8315854410857495,1.828703156401466,1.8293031907282873
0,2,3,2,1,2,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8297705943691345,1.860759493670886,1.8466593647316538,1.8624260355029585,1.830827067669173,1.8349112426035503,1.835801765878667
1,3,3,2,1,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1.8419277785583814,1.8354603463992707,1.8262150220913107,1.8684014869888477,1.861256544502618,1.8740629685157422,1.8278388278388278,1.8341589997640952,1.8179669030732861
0,2,0,2,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8186666666666667,1.8354603463992707,1.828981723237598,1.8086696562032885,1.8178603006189213,1.8588588588588588,1.8370597243491578,1.8341589997640952,1.8362339514978603
1,1,0,2,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8297705943691345,1.8106060606060606,1.8466593647316538,1.8527291452111225,1.8417085427135678,1.8349112426035503,1.835801765878667
0,2,3,0,8,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8328940432261465,1.8360309641097818,1.8168273444347065,1.7650727650727651,1.7949336550060313,1.8340420505551618,1.834099396725079
1,1,0,2,2,2,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8328940432261465,1.8074398249452954,1.8168273444347065,1.8537074148296593,1.8395672333848532,1.8340420505551618,1.834099396725079
0,2,0,2,2,2,1,3,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8376140350877193,1.834525732748673,1.8288787483702738,1.8074398249452954,1.8214285714285714,1.8537074148296593,1.7949336550060313,1.8358662613981762,1.834099396725079
2,0,0,2,2,1,1,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8219824679703305,1.8005464480874316,1.8526946107784432,1.8275862068965518,1.7914338919925512,1.8537074148296593,1.8446026097271648,1.8340420505551618,1.834099396725079
2,1,0,2,2,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.8396345748418834,1.8322505800464037,1.8328402366863905,1.8401433691756273,1.8567656765676568,1.8437067773167357,1.8321592649310874,1.8349112426035503,1.835801765878667
